delivery_id,order_id,delivery_date,delivered_quantity,delivery_status,driver,proof_of_delivery
DEL50392,ORD10426,2008-04-13,11,Delivered,Hidetoshi,SIGND
DEL50393,ORD10427,2008-04-13,28,Delivered,Glenn,SIGND
DEL50394,ORD10428,2008-04-13,33,Delivered,Madge,Signed
DEL50395,ORD10429,2008-04-14,17,Delivered,Hidetoshi,signed
DEL50396,ORD10430,2008-04-15,36,Delivered,Glenn,SIGND
DEL50397,ORD10431,2008-04-18,32,Delivered,Madge,Signed
DEL50398,ORD10432,2008-04-17,32,Delivered,Madge,Signed
DEL50399,ORD10433,2008-04-17,11,Delivered,Glenn,signed
DEL50400,ORD10434,2008-04-16,42,Delivered,Madge,SIGND
DEL50401,ORD10435,2008-04-21,19,Delivered,Hidetoshi,No signature
DEL50402,ORD10436,2008-04-15,21,Delivered,Glenn,No signature
DEL50403,ORD10437,2008-04-20,34,Delivered,Hidetoshi,signed
DEL50404,ORD10438,2008-04-22,4,Delivered,Hidetoshi,Signed
DEL50405,ORD10439,2008-04-20,8,Delivered,Hidetoshi,Signed
DEL50406,ORD10440,2008-04-20,4,Delivered,Madge,No signature
DEL50407,ORD10441,2008-04-21,7,Delivered,Hidetoshi,signed
DEL50408,ORD10442,2008-04-17,29,Delivered,Glenn,SIGND
DEL50409,ORD10443,2008-04-17,45,Delivered,Madge,SIGND
DEL50410,ORD10444,2008-04-19,40,Delivered,Hidetoshi,SIGND
DEL50411,ORD10445,2008-04-24,36,Delivered,Glenn,SIGND
DEL50412,ORD10446,2008-04-18,33,Delivered,Hidetoshi,No signature
DEL50413,ORD10447,2008-04-23,37,Delivered,Hidetoshi,Signed
DEL50414,ORD10448,2008-04-21,11,Delivered,Madge,signed
DEL50415,ORD10449,2008-04-22,37,Delivered,Madge,No signature
DEL50416,ORD10450,2008-04-26,10,Delivered,Madge,No signature
DEL50417,ORD10451,2008-04-25,3,Delivered,Hidetoshi,signed
DEL50418,ORD10452,2008-04-27,16,Delivered,Hidetoshi,signed
DEL50419,ORD10454,2008-04-22,39,Delivered,Madge,SIGND
DEL50420,ORD10455,2008-04-28,21,Delivered,Madge,signed
DEL50421,ORD10456,2008-04-29,26,Delivered,Hidetoshi,signed
DEL50422,ORD10457,2008-04-28,36,Delivered,Madge,signed
DEL50423,ORD10458,2008-04-25,17,Partial,Glenn,SIGND
DEL50424,ORD10459,2008-04-25,36,Delivered,Glenn,signed
DEL50425,ORD10460,2008-04-25,12,Delivered,Glenn,SIGND
DEL50426,ORD10462,2008-05-01,22,Delivered,Madge,signed
DEL50427,ORD10463,2008-05-01,6,Delivered,Madge,No signature
DEL50428,ORD10464,2008-04-28,39,Delivered,Glenn,signed
DEL50429,ORD10465,2008-05-01,10,Delivered,Hidetoshi,No signature
DEL50430,ORD10466,2008-04-29,32,Delivered,Glenn,No signature
DEL50431,ORD10467,2008-04-30,25,Delivered,Madge,No signature
DEL50432,ORD10469,2008-05-02,20,Delivered,Glenn,signed
DEL50433,ORD10470,2008-05-01,25,Delivered,Madge,SIGND
DEL50434,ORD10471,2008-05-02,44,Delivered,Glenn,SIGND
DEL50435,ORD10472,2008-05-04,10,Delivered,Glenn,No signature
DEL50436,ORD10473,2008-05-02,23,Delivered,Glenn,signed
DEL50437,ORD10474,2008-05-04,16,Delivered,Hidetoshi,SIGND
DEL50438,ORD10475,2008-05-02,41,Delivered,Madge,signed
DEL50439,ORD10476,2008-05-02,39,Delivered,Hidetoshi,No signature
DEL50440,ORD10477,2008-05-08,34,Delivered,Hidetoshi,signed
DEL50441,ORD10478,2008-05-08,41,Delivered,Glenn,signed
DEL50442,ORD10479,2008-05-05,13,Delivered,Hidetoshi,No signature
DEL50443,ORD10481,2008-05-09,17,Delivered,Glenn,signed
DEL50444,ORD10482,2008-05-12,25,Delivered,Madge,SIGND
DEL50445,ORD10483,2008-05-10,41,Delivered,Madge,signed
DEL50446,ORD10484,2008-05-11,10,Delivered,Hidetoshi,No signature
DEL50447,ORD10485,2008-05-11,26,Delivered,Glenn,SIGND
DEL50448,ORD10486,2008-05-12,4,Delivered,Hidetoshi,No signature
DEL50449,ORD10487,2008-05-11,4,Delivered,Glenn,Signed
DEL50450,ORD10488,2008-05-10,45,Delivered,Hidetoshi,SIGND
DEL50451,ORD10490,2008-05-14,11,Delivered,Glenn,SIGND
DEL50452,ORD10491,2008-05-12,13,Delivered,Madge,No signature
DEL50453,ORD10492,2008-05-15,39,Delivered,Glenn,No signature
DEL50454,ORD10493,2008-05-16,38,Delivered,Hidetoshi,SIGND
DEL50455,ORD10494,2008-05-10,33,Delivered,Madge,signed
DEL50456,ORD10495,2008-05-14,23,Delivered,Madge,signed
DEL50457,ORD10496,2008-05-13,13,Delivered,Hidetoshi,SIGND
DEL50458,ORD10497,2008-05-14,17,Delivered,Hidetoshi,signed
DEL50459,ORD10498,2008-05-16,25,Delivered,Madge,signed
DEL50460,ORD10499,2008-05-14,26,Delivered,Glenn,No signature
DEL50461,ORD10500,2008-05-20,23,Delivered,Glenn,Signed
DEL50462,ORD10501,2008-05-18,42,Delivered,Hidetoshi,signed
DEL50463,ORD10502,2008-05-18,31,Delivered,Madge,No signature
DEL50464,ORD10503,2008-05-18,21,Delivered,Glenn,signed
DEL50465,ORD10504,2008-05-17,41,Delivered,Madge,No signature
DEL50466,ORD10505,2008-05-15,33,Delivered,Madge,SIGND
DEL50467,ORD10506,2008-05-16,45,Delivered,Glenn,SIGND
DEL50468,ORD10507,2008-05-20,37,Delivered,Hidetoshi,Signed
DEL50469,ORD10510,2008-05-22,27,Delivered,Hidetoshi,SIGND
DEL50470,ORD10512,2008-05-16,30,Delivered,Madge,Signed
DEL50471,WEB10513,2007-10-20,17,Delivered,Hidetoshi,signed
DEL50472,WEB10514,2007-10-23,3,Delivered,Hidetoshi,Signed
DEL50473,WEB10515,2007-10-24,5,Delivered,Madge,Signed
DEL50474,WEB10517,2007-10-31,16,Delivered,Hidetoshi,signed
DEL50475,WEB10518,2007-10-30,17,Delivered,Hidetoshi,Signed
DEL50476,WEB10519,2007-10-29,9,Delivered,Madge,SIGND
DEL50477,WEB10520,2007-10-27,12,Delivered,Madge,Signed
DEL50478,WEB10521,2007-11-02,6,Delivered,Glenn,Signed
DEL50479,WEB10522,2007-10-29,20,Delivered,Madge,SIGND
DEL50480,WEB10523,2007-11-02,20,Delivered,Madge,Signed
DEL50481,WEB10525,2007-11-04,11,Delivered,Glenn,SIGND
DEL50482,WEB10526,2007-10-31,19,Delivered,Madge,No signature
DEL50483,WEB10527,2007-11-08,13,Delivered,Madge,Signed
DEL50484,WEB10530,2007-11-15,13,Delivered,Madge,No signature
DEL50485,WEB10531,2007-11-15,19,Delivered,Glenn,SIGND
DEL50486,WEB10532,2007-11-15,25,Delivered,Hidetoshi,SIGND
DEL50487,WEB10533,2007-11-11,13,Delivered,Glenn,Signed
DEL50488,WEB10535,2007-11-16,22,Delivered,Madge,Signed
DEL50489,WEB10536,2007-11-18,12,Delivered,Glenn,No signature
DEL50490,WEB10537,2007-11-18,20,Delivered,Glenn,signed
DEL50491,WEB10538,2007-11-18,21,Delivered,Madge,signed
DEL50492,WEB10540,2007-11-16,7,Delivered,Madge,SIGND
DEL50493,WEB10541,2007-11-17,19,Delivered,Glenn,Signed
DEL50494,WEB10542,2007-11-16,25,Delivered,Madge,No signature
DEL50495,WEB10543,2007-11-20,18,Delivered,Hidetoshi,SIGND
DEL50496,WEB10544,2007-11-19,18,Delivered,Glenn,SIGND
DEL50497,WEB10545,2007-11-18,8,Delivered,Madge,Signed
DEL50498,WEB10546,2007-11-21,6,Delivered,Madge,Signed
DEL50499,WEB10547,2007-11-21,5,Delivered,Madge,No signature
DEL50500,WEB10548,2007-11-25,11,Delivered,Madge,No signature
DEL50501,WEB10549,2007-11-20,9,Delivered,Hidetoshi,Signed
DEL50502,WEB10550,2007-11-23,24,Delivered,Madge,No signature
DEL50503,WEB10551,2007-11-26,21,Delivered,Hidetoshi,Signed
DEL50504,WEB10552,2007-11-25,16,Delivered,Glenn,No signature
DEL50505,WEB10554,2007-12-01,4,Delivered,Glenn,signed
DEL50506,WEB10555,2007-11-29,5,Delivered,Glenn,Signed
DEL50507,WEB10556,2007-11-26,24,Delivered,Hidetoshi,No signature
DEL50508,WEB10557,2007-12-01,23,Delivered,Hidetoshi,signed
DEL50509,WEB10558,2007-12-02,11,Delivered,Glenn,SIGND
DEL50510,WEB10559,2007-12-03,13,Delivered,Madge,Signed
DEL50511,WEB10560,2007-12-01,13,Delivered,Glenn,No signature
DEL50512,WEB10562,2007-12-07,22,Delivered,Madge,No signature
DEL50513,WEB10563,2007-12-04,21,Delivered,Glenn,SIGND
DEL50514,WEB10564,2007-12-08,7,Delivered,Hidetoshi,Signed
DEL50515,WEB10565,2007-12-08,8,Delivered,Hidetoshi,signed
DEL50516,WEB10566,2007-12-11,15,Delivered,Madge,No signature
DEL50517,WEB10567,2007-12-08,7,Delivered,Hidetoshi,Signed
DEL50518,WEB10569,2007-12-15,15,Delivered,Glenn,SIGND
DEL50519,WEB10571,2007-12-17,15,Delivered,Madge,Signed
DEL50520,WEB10572,2007-12-20,20,Delivered,Hidetoshi,signed
DEL50521,WEB10573,2007-12-20,4,Delivered,Hidetoshi,signed
DEL50522,WEB10574,2007-12-21,12,Delivered,Glenn,Signed
DEL50523,WEB10575,2007-12-21,12,Delivered,Madge,signed
DEL50524,WEB10576,2007-12-16,3,Delivered,Madge,signed
DEL50525,WEB10577,2007-12-19,23,Delivered,Madge,signed
DEL50526,WEB10578,2007-12-20,13,Delivered,Hidetoshi,Signed
DEL50527,WEB10580,2007-12-19,23,Delivered,Glenn,No signature
DEL50528,WEB10581,2007-12-20,23,Delivered,Glenn,signed
DEL50529,WEB10582,2007-12-23,24,Delivered,Madge,Signed
DEL50530,WEB10583,2007-12-22,3,Delivered,Madge,SIGND
DEL50531,WEB10584,2007-12-22,17,Delivered,Glenn,No signature
DEL50532,WEB10585,2007-12-22,13,Delivered,Madge,Signed
DEL50533,WEB10586,2007-12-27,18,Delivered,Hidetoshi,No signature
DEL50534,WEB10587,2007-12-26,13,Delivered,Hidetoshi,signed
DEL50535,WEB10588,2007-12-28,16,Delivered,Hidetoshi,No signature
DEL50536,WEB10590,2007-12-30,5,Delivered,Glenn,No signature
DEL50537,WEB10591,2007-12-30,16,Delivered,Glenn,SIGND
DEL50538,WEB10593,2007-12-30,23,Delivered,Glenn,Signed
DEL50539,WEB10594,2008-01-01,11,Delivered,Glenn,signed
DEL50540,WEB10595,2008-01-02,10,Delivered,Hidetoshi,No signature
DEL50541,WEB10596,2008-01-02,20,Delivered,Hidetoshi,No signature
DEL50542,WEB10598,2008-01-05,11,Delivered,Hidetoshi,No signature
DEL50543,WEB10599,2008-01-05,7,Delivered,Madge,signed
DEL50544,WEB10600,2008-01-05,16,Delivered,Glenn,signed
DEL50545,WEB10601,2008-01-05,18,Delivered,Hidetoshi,signed
DEL50546,WEB10602,2008-01-07,3,Delivered,Glenn,SIGND
DEL50547,WEB10604,2008-01-03,16,Delivered,Madge,Signed
DEL50548,WEB10605,2008-01-08,24,Delivered,Hidetoshi,signed
DEL50549,WEB10606,2008-01-07,1,Delivered,Madge,No signature
DEL50550,WEB10607,2008-01-12,17,Partial,Hidetoshi,Signed
DEL50551,WEB10608,2008-01-07,14,Delivered,Madge,No signature
DEL50552,WEB10610,2008-01-09,9,Delivered,Hidetoshi,signed
DEL50553,WEB10612,2008-01-14,22,Delivered,Glenn,signed
DEL50554,WEB10613,2008-01-14,9,Delivered,Glenn,Signed
DEL50555,WEB10614,2008-01-15,15,Delivered,Glenn,signed
DEL50556,WEB10615,2008-01-16,18,Delivered,Glenn,signed
DEL50557,WEB10616,2008-01-12,21,Delivered,Hidetoshi,SIGND
DEL50558,WEB10618,2008-01-15,19,Delivered,Hidetoshi,No signature
DEL50559,WEB10619,2008-01-19,11,Delivered,Glenn,Signed
DEL50560,WEB10620,2008-01-20,2,Delivered,Hidetoshi,signed
DEL50561,WEB10622,2008-01-25,12,Delivered,Hidetoshi,No signature
DEL50562,WEB10623,2008-01-22,3,Delivered,Glenn,No signature
DEL50563,WEB10624,2008-01-21,8,Delivered,Hidetoshi,Signed
DEL50564,WEB10625,2008-01-25,24,Delivered,Glenn,SIGND
DEL50565,WEB10626,2008-01-26,9,Delivered,Madge,signed
DEL50566,WEB10628,2008-01-21,5,Delivered,Madge,SIGND
DEL50567,WEB10630,2008-01-25,9,Delivered,Madge,signed
DEL50568,WEB10631,2008-01-23,10,Delivered,Glenn,signed
DEL50569,WEB10632,2008-01-23,3,Delivered,Glenn,Signed
DEL50570,WEB10633,2008-01-28,8,Delivered,Glenn,Signed
DEL50571,WEB10634,2008-01-30,11,Delivered,Glenn,SIGND
DEL50572,WEB10635,2008-01-30,9,Delivered,Madge,SIGND
DEL50573,WEB10638,2008-01-30,15,Delivered,Hidetoshi,signed
DEL50574,WEB10639,2008-01-28,23,Delivered,Madge,Signed
DEL50575,WEB10640,2008-01-30,8,Delivered,Glenn,signed
DEL50576,WEB10641,2008-02-03,20,Delivered,Hidetoshi,SIGND
DEL50577,WEB10642,2008-02-01,20,Delivered,Glenn,signed
DEL50578,WEB10643,2008-02-05,7,Delivered,Madge,No signature
DEL50579,WEB10644,2008-02-01,17,Delivered,Madge,Signed
DEL50580,WEB10645,2008-02-06,21,Delivered,Madge,SIGND
DEL50581,WEB10647,2008-02-07,14,Delivered,Hidetoshi,SIGND
DEL50582,WEB10648,2008-02-04,13,Delivered,Madge,SIGND
DEL50583,WEB10649,2008-02-04,9,Delivered,Glenn,SIGND
DEL50584,WEB10650,2008-02-06,6,Delivered,Glenn,SIGND
DEL50585,WEB10651,2008-02-08,17,Partial,Hidetoshi,SIGND
DEL50586,WEB10652,2008-02-07,18,Delivered,Hidetoshi,Signed
DEL50587,WEB10653,2008-02-08,22,Delivered,Glenn,Signed
DEL50588,WEB10654,2008-02-11,12,Delivered,Madge,Signed
DEL50589,WEB10655,2008-02-09,24,Delivered,Hidetoshi,No signature
DEL50590,WEB10657,2008-02-12,24,Delivered,Glenn,SIGND
DEL50591,WEB10658,2008-02-10,16,Delivered,Hidetoshi,SIGND
DEL50592,WEB10659,2008-02-11,5,Delivered,Glenn,No signature
DEL50593,WEB10660,2008-02-11,9,Delivered,Hidetoshi,signed
DEL50594,WEB10661,2008-02-12,15,Delivered,Madge,No signature
DEL50595,WEB10662,2008-02-13,10,Delivered,Hidetoshi,SIGND
DEL50596,WEB10663,2008-02-16,7,Delivered,Madge,signed
DEL50597,WEB10664,2008-02-13,13,Delivered,Hidetoshi,signed
DEL50598,WEB10666,2008-02-16,14,Delivered,Glenn,No signature
DEL50599,WEB10667,2008-02-15,20,Delivered,Glenn,signed
DEL50600,WEB10668,2008-02-17,16,Delivered,Glenn,SIGND
DEL50601,WEB10669,2008-02-21,4,Delivered,Madge,signed
DEL50602,WEB10670,2008-02-21,4,Delivered,Glenn,SIGND
DEL50603,WEB10671,2008-02-23,17,Delivered,Hidetoshi,SIGND
DEL50604,WEB10672,2008-02-20,22,Delivered,Madge,No signature
DEL50605,WEB10673,2008-02-20,5,Delivered,Glenn,No signature
DEL50606,WEB10674,2008-02-25,12,Delivered,Madge,Signed
DEL50607,WEB10675,2008-02-22,1,Delivered,Madge,No signature
DEL50608,WEB10676,2008-02-21,5,Delivered,Hidetoshi,SIGND
DEL50609,WEB10677,2008-02-27,2,Delivered,Madge,SIGND
DEL50610,WEB10678,2008-02-27,4,Delivered,Hidetoshi,signed
DEL50611,WEB10679,2008-02-24,6,Delivered,Glenn,SIGND
DEL50612,WEB10680,2008-02-24,14,Delivered,Hidetoshi,SIGND
DEL50613,WEB10681,2008-02-28,6,Delivered,Madge,No signature
DEL50614,WEB10683,2008-03-02,23,Delivered,Madge,Signed
DEL50615,WEB10684,2008-03-01,25,Delivered,Glenn,SIGND
DEL50616,WEB10685,2008-03-03,12,Delivered,Madge,Signed
DEL50617,WEB10686,2008-03-03,12,Delivered,Hidetoshi,Signed
DEL50618,WEB10689,2008-03-04,25,Delivered,Madge,signed
DEL50619,WEB10690,2008-03-04,11,Delivered,Hidetoshi,No signature
DEL50620,WEB10691,2008-03-05,19,Delivered,Madge,Signed
DEL50621,WEB10692,2008-03-05,4,Delivered,Glenn,signed
DEL50622,WEB10693,2008-03-09,4,Delivered,Madge,SIGND
DEL50623,WEB10694,2008-03-08,11,Delivered,Madge,No signature
DEL50624,WEB10695,2008-03-08,3,Delivered,Madge,SIGND
DEL50625,WEB10696,2008-03-08,21,Delivered,Hidetoshi,No signature
DEL50626,WEB10698,2008-03-14,16,Delivered,Madge,SIGND
DEL50627,WEB10699,2008-03-09,23,Delivered,Hidetoshi,No signature
DEL50628,WEB10700,2008-03-12,8,Delivered,Hidetoshi,signed
DEL50629,WEB10702,2008-03-16,9,Delivered,Glenn,No signature
DEL50630,WEB10703,2008-03-15,21,Delivered,Madge,signed
DEL50631,WEB10707,2008-03-17,6,Delivered,Madge,signed
DEL50632,WEB10708,2008-03-20,16,Delivered,Hidetoshi,SIGND
DEL50633,WEB10709,2008-03-15,7,Delivered,Madge,signed
DEL50634,WEB10710,2008-03-15,1,Delivered,Glenn,No signature
DEL50635,WEB10711,2008-03-16,8,Delivered,Hidetoshi,Signed
DEL50636,WEB10712,2008-03-23,12,Delivered,Glenn,No signature
DEL50637,WEB10713,2008-03-19,12,Delivered,Madge,signed
DEL50638,WEB10714,2008-03-20,13,Delivered,Glenn,Signed
DEL50639,WEB10715,2008-03-23,8,Delivered,Glenn,signed
DEL50640,WEB10716,2008-03-20,20,Delivered,Madge,Signed
DEL50641,WEB10717,2008-03-20,22,Delivered,Madge,SIGND
DEL50642,WEB10718,2008-03-24,8,Delivered,Glenn,signed
DEL50643,WEB10719,2008-03-25,25,Delivered,Hidetoshi,No signature
DEL50644,WEB10720,2008-03-29,2,Delivered,Hidetoshi,signed
DEL50645,WEB10721,2008-03-25,21,Delivered,Hidetoshi,signed
DEL50646,WEB10722,2008-03-24,9,Delivered,Glenn,signed
DEL50647,WEB10723,2008-03-24,19,Delivered,Madge,No signature
DEL50648,WEB10724,2008-03-27,23,Delivered,Madge,signed
DEL50649,WEB10726,2008-03-31,16,Delivered,Hidetoshi,No signature
DEL50650,WEB10727,2008-03-31,4,Delivered,Hidetoshi,SIGND
DEL50651,WEB10728,2008-04-01,24,Delivered,Madge,No signature
DEL50652,WEB10729,2008-03-29,11,Delivered,Hidetoshi,signed
DEL50653,WEB10730,2008-04-01,4,Delivered,Hidetoshi,No signature
DEL50654,WEB10731,2008-04-02,3,Delivered,Madge,Signed
DEL50655,WEB10732,2008-04-01,5,Delivered,Hidetoshi,No signature
DEL50656,WEB10733,2008-04-02,20,Delivered,Hidetoshi,signed
DEL50657,WEB10735,2008-04-02,18,Delivered,Hidetoshi,signed
DEL50658,WEB10736,2008-04-03,21,Delivered,Glenn,signed
DEL50659,WEB10737,2008-04-06,15,Delivered,Madge,Signed
DEL50660,WEB10738,2008-04-07,21,Delivered,Glenn,No signature
DEL50661,WEB10739,2008-04-10,8,Delivered,Glenn,SIGND
DEL50662,WEB10740,2008-04-09,24,Delivered,Madge,Signed
DEL50663,WEB10741,2008-04-12,10,Delivered,Glenn,signed
DEL50664,WEB10742,2008-04-06,14,Delivered,Glenn,signed
DEL50665,WEB10743,2008-04-10,21,Delivered,Hidetoshi,SIGND
DEL50666,WEB10744,2008-04-12,10,Delivered,Glenn,signed
DEL50667,WEB10745,2008-04-10,15,Delivered,Madge,SIGND
DEL50668,WEB10747,2008-04-12,2,Delivered,Glenn,No signature
DEL50669,WEB10748,2008-04-13,24,Delivered,Hidetoshi,SIGND
DEL50670,WEB10749,2008-04-10,2,Delivered,Glenn,Signed
DEL50671,WEB10750,2008-04-10,21,Delivered,Madge,signed
DEL50672,WEB10751,2008-04-13,15,Delivered,Glenn,Signed
DEL50673,WEB10752,2008-04-13,15,Partial,Madge,Signed
DEL50674,WEB10753,2008-04-13,4,Delivered,Glenn,Signed
DEL50675,WEB10754,2008-04-14,7,Delivered,Hidetoshi,Signed
DEL50676,WEB10755,2008-04-15,3,Delivered,Hidetoshi,signed
DEL50677,WEB10756,2008-04-19,6,Delivered,Glenn,signed
DEL50678,WEB10757,2008-04-16,23,Delivered,Glenn,signed
DEL50679,WEB10758,2008-04-15,10,Delivered,Hidetoshi,No signature
DEL50680,WEB10759,2008-04-18,25,Delivered,Hidetoshi,Signed
DEL50681,WEB10764,2008-04-23,24,Delivered,Madge,Signed
DEL50682,WEB10765,2008-04-18,5,Partial,Madge,SIGND
DEL50683,WEB10766,2008-04-22,21,Delivered,Hidetoshi,signed
DEL50684,WEB10768,2008-04-23,13,Delivered,Madge,Signed
DEL50685,WEB10769,2008-04-21,25,Delivered,Hidetoshi,signed
DEL50686,WEB10770,2008-04-23,15,Delivered,Madge,SIGND
DEL50687,WEB10771,2008-04-20,23,Delivered,Hidetoshi,signed
DEL50688,WEB10772,2008-04-21,16,Delivered,Hidetoshi,SIGND
DEL50689,WEB10773,2008-04-21,16,Delivered,Madge,signed
DEL50690,WEB10774,2008-04-25,9,Delivered,Madge,Signed
DEL50691,WEB10775,2008-04-24,22,Delivered,Hidetoshi,SIGND
DEL50692,WEB10778,2008-04-27,9,Delivered,Madge,Signed
DEL50693,WEB10779,2008-04-30,3,Delivered,Glenn,Signed
DEL50694,WEB10780,2008-04-30,7,Delivered,Madge,Signed
DEL50695,WEB10781,2008-04-24,22,Delivered,Madge,Signed
DEL50696,WEB10782,2008-04-29,5,Delivered,Madge,SIGND
DEL50697,WEB10783,2008-05-01,11,Delivered,Glenn,signed
DEL50698,WEB10784,2008-04-27,12,Delivered,Glenn,Signed
DEL50699,WEB10785,2008-04-29,1,Delivered,Madge,signed
DEL50700,WEB10786,2008-04-29,9,Delivered,Glenn,No signature
DEL50701,WEB10787,2008-05-01,15,Delivered,Hidetoshi,Signed
DEL50702,WEB10789,2008-04-28,18,Delivered,Hidetoshi,signed
DEL50703,WEB10791,2008-05-02,25,Delivered,Hidetoshi,signed
DEL50704,WEB10792,2008-05-06,1,Delivered,Glenn,signed
DEL50705,WEB10793,2008-05-06,16,Delivered,Glenn,signed
DEL50706,WEB10794,2008-05-08,5,Delivered,Madge,SIGND
DEL50707,WEB10795,2008-05-03,14,Delivered,Glenn,SIGND
DEL50708,WEB10796,2008-05-09,2,Delivered,Hidetoshi,SIGND
DEL50709,WEB10797,2008-05-08,13,Delivered,Hidetoshi,SIGND
DEL50710,WEB10798,2008-05-10,2,Delivered,Glenn,Signed
DEL50711,WEB10799,2008-05-12,12,Delivered,Glenn,Signed
DEL50712,WEB10800,2008-05-13,17,Delivered,Madge,SIGND
DEL50713,WEB10801,2008-05-10,9,Delivered,Madge,Signed
DEL50714,WEB10802,2008-05-10,16,Delivered,Madge,Signed
DEL50715,WEB10804,2008-05-12,6,Delivered,Glenn,signed
DEL50716,WEB10805,2008-05-14,23,Delivered,Glenn,No signature
DEL50717,WEB10806,2008-05-15,19,Delivered,Hidetoshi,signed
DEL50718,WEB10807,2008-05-21,18,Delivered,Madge,No signature
DEL50719,WEB10808,2008-05-20,23,Delivered,Hidetoshi,Signed
DEL50720,WEB10809,2008-05-22,10,Delivered,Glenn,SIGND
DEL50721,WEB19999,2007-10-26,1,Delivered,Hidetoshi,SIGND
DEL59991,ORD-UNKNOWN-1,2008-04-28,12,Delivered,Glenn,Signed
DEL59992,ORD10O77,2008-05-02,8,Delivered,Madge,signed
