order_id,order_date,customer_id,sales_rep_id,channel,product_id,quantity,unit_price,discount_pct,order_revenue,order_status,source_system
ORD10266,2008-01-21,C024,S002,Phone,P007,40,37.0,0,1480.0,Completed,Legacy_Sales
ORD10267,2008-01-22,C004,S002,Phone,P001,11,42.5,0.03,453.47,Completed,Legacy_Sales
ORD10268,2008-01-22,C008,S005,Phone,P003,11,61.0,0,671.0,Completed,Legacy_Sales
ORD10269,2008-01-22,C025,S005,Phone,P006,21,31.5,0.03,641.65,Completed,Legacy_Sales
ORD10270,2008-01-23,C012,S003,Phone,P002,37,55.0,0.05,1933.25,Completed,Legacy_Sales
ORD10271,2008-01-24,C023,S002,Field,P005,45,28.0,0,1260.0,Completed,Legacy_Sales
ORD10272,2008-01-24,C002,S001,Field,P004,22,68.0,0,1496.0,Completed,Legacy_Sales
ORD10273,2008-01-24,C030,S004,Field,P002,35,55.0,0.05,1828.75,Completed,Legacy_Sales
ORD10274,2008-01-25,C010,S004,Phone,P004,11,68.0,0.03,725.56,Completed,Legacy_Sales
ORD10275,2008-01-25,C023,S001,Phone,P005,27,28.0,0,756.0,Completed,Legacy_Sales
ORD10276,2008-01-25,C002,S005,Phone,P007,31,37.0,0.03,1112.59,Completed,Legacy_Sales
ORD10277,2008-01-25,C018,S003,Phone,P008,20,34.0,0,680.0,Completed,Legacy_Sales
ORD10278,2008-01-25,C010,S002,Phone,P001,37,42.5,0,1572.5,Completed,Legacy_Sales
ORD10279,2008-01-28,C003,S002,Phone,P004,40,68.0,0.05,2584.0,Completed,Legacy_Sales
ORD10280,2008-01-28,C010,S002,Phone,P001,11,42.5,0,467.5,Completed,Legacy_Sales
ORD10281,2008-01-28,C017,S002,Email,P006,29,31.5,0.05,867.82,Completed,Legacy_Sales
ORD10282,2008-01-28,C014,S005,Email,P002,27,55.0,0,1485.0,Completed,Legacy_Sales
ORD10283,2008-01-28,C015,S003,Phone,P008,9,34.0,0,306.0,Returned,Legacy_Sales
ORD10284,2008-01-29,C016,S005,Field,P005,43,28.0,0,1204.0,Completed,Legacy_Sales
ORD10285,2008-01-29,C024,S004,Phone,P002,43,55.0,0,2365.0,Completed,Legacy_Sales
ORD10286,2008-01-29,C028,S002,Phone,P008,43,34.0,0.1,1315.8,Completed,Legacy_Sales
ORD10287,2008-01-29,C007,S003,Email,P008,45,34.0,0.1,1377.0,Completed,Legacy_Sales
ORD10288,2008-01-30,C026,S004,Phone,P008,8,34.0,0,272.0,Completed,Legacy_Sales
ORD10289,2008-01-30,C027,S004,Phone,P006,42,31.5,0,1323.0,Completed,Legacy_Sales
ORD10290,2008-01-30,C025,S003,Field,P005,44,28.0,0.08,1133.44,Completed,Legacy_Sales
ORD10291,2008-01-30,C002,S005,Phone,P002,9,55.0,0.03,480.15,Completed,Legacy_Sales
ORD10292,2008-01-31,C015,S003,Phone,P005,30,28.0,0.1,756.0,Completed,Legacy_Sales
ORD10293,2008-01-31,C022,S003,Field,P005,33,28.0,0,924.0,Completed,Legacy_Sales
ORD10294,2008-01-31,C030,S004,Phone,P002,22,55.0,0.1,1089.0,Completed,Legacy_Sales
ORD10295,2008-02-01,C009,S004,Field,P005,37,28.0,0,1036.0,Completed,Legacy_Sales
ORD10296,2008-02-01,C021,S002,Phone,P001,14,42.5,0.1,535.5,Completed,Legacy_Sales
ORD10297,2008-02-01,C030,S001,Phone,P001,28,42.5,0.08,1094.8,Completed,Legacy_Sales
ORD10298,2008-02-04,C012,S003,Field,P001,7,42.5,0.03,288.57,Completed,Legacy_Sales
ORD10299,2008-02-04,C024,S001,Phone,P005,23,28.0,0.1,579.6,Completed,Legacy_Sales
ORD10300,2008-02-04,C017,S003,Phone,P005,18,28.0,0.05,478.8,Completed,Legacy_Sales
ORD10301,2008-02-04,C025,S001,Phone,P005,11,28.0,0.03,298.76,Completed,Legacy_Sales
ORD10302,2008-02-05,C014,S001,Phone,P003,26,61.0,0.03,1538.42,Completed,Legacy_Sales
ORD10303,2008-02-05,C019,S002,Phone,P002,18,55.0,0.05,940.5,Completed,Legacy_Sales
ORD10304,2008-02-06,C001,S004,Phone,P003,28,61.0,0,1708.0,Returned,Legacy_Sales
ORD10305,2008-02-07,C011,S005,Phone,P002,36,55.0,0.08,1821.6,Completed,Legacy_Sales
ORD10306,2008-02-07,C009,S003,Phone,P001,45,42.5,0.08,1759.5,Completed,Legacy_Sales
ORD10307,2008-02-07,C001,S001,Phone,P005,24,28.0,0.08,618.24,Completed,Legacy_Sales
ORD10308,2008-02-07,C029,S003,Field,P006,5,31.5,0.08,144.9,Completed,Legacy_Sales
ORD10309,2008-02-08,C011,S001,Phone,P003,40,61.0,0.05,2318.0,Completed,Legacy_Sales
ORD10310,2008-02-08,C017,S002,Field,P005,10,28.0,0,280.0,Completed,Legacy_Sales
ORD10311,2008-02-11,C009,S003,Email,P008,38,34.0,0,1292.0,Completed,Legacy_Sales
ORD10312,2008-02-12,C005,S002,Email,P006,3,31.5,0,94.5,Completed,Legacy_Sales
ORD10313,2008-02-13,C013,S001,Email,P004,4,68.0,0.05,258.4,Completed,Legacy_Sales
ORD10314,2008-02-13,C019,S001,Phone,P007,25,37.0,0,925.0,Completed,Legacy_Sales
ORD10315,2008-02-13,C018,S004,Field,P008,42,34.0,0.1,1285.2,Completed,Legacy_Sales
ORD10316,2008-02-13,C006,S003,Field,P003,39,61.0,0.08,2188.68,Completed,Legacy_Sales
ORD10317,2008-02-14,C016,S004,Phone,P004,4,68.0,0.08,250.24,Completed,Legacy_Sales
ORD10318,2008-02-14,C005,S003,Phone,P002,21,55.0,0.03,1120.35,Completed,Legacy_Sales
ORD10319,2008-02-14,C002,S005,Phone,P008,40,34.0,0.1,1224.0,Completed,Legacy_Sales
ORD10320,2008-02-14,C028,S003,Phone,P002,20,55.0,0,1100.0,Completed,Legacy_Sales
ORD10321,2008-02-15,C002,S004,Phone,P005,15,28.0,0.1,378.0,Completed,Legacy_Sales
ORD10322,2008-02-15,C013,S003,Field,P008,35,34.0,0,1190.0,Completed,Legacy_Sales
ORD10323,2008-02-18,C002,S003,Phone,P008,40,34.0,0.08,1251.2,Completed,Legacy_Sales
ORD10324,2008-02-18,C012,S003,Email,P005,20,28.0,0,560.0,Completed,Legacy_Sales
ORD10325,2008-02-18,C018,S004,Email,P006,12,31.5,0.05,359.1,Completed,Legacy_Sales
ORD10326,2008-02-18,C028,S003,Phone,P008,37,34.0,0,1258.0,Completed,Legacy_Sales
ORD10327,2008-02-19,C022,S003,Phone,P003,27,61.0,0.1,1482.3,Completed,Legacy_Sales
ORD10328,2008-02-19,C007,S004,Field,P002,45,55.0,0,2475.0,Completed,Legacy_Sales
ORD10329,2008-02-20,C015,S001,Phone,P001,15,42.5,0,637.5,Completed,Legacy_Sales
ORD10330,2008-02-20,C013,S001,Phone,P004,37,68.0,0,2516.0,Completed,Legacy_Sales
ORD10331,2008-02-21,C005,S005,Field,P005,11,28.0,0,308.0,Completed,Legacy_Sales
ORD10332,2008-02-22,C022,S003,Email,P007,27,37.0,0,999.0,Completed,Legacy_Sales
ORD10333,2008-02-25,C012,S005,Phone,P008,3,34.0,0,102.0,Completed,Legacy_Sales
ORD10334,2008-02-25,C017,S001,Phone,P008,27,34.0,0,918.0,Completed,Legacy_Sales
ORD10335,2008-02-25,C016,S005,Phone,P001,12,42.5,0.1,459.0,Completed,Legacy_Sales
ORD10336,2008-02-26,C014,S002,Field,P007,18,37.0,0.1,599.4,Completed,Legacy_Sales
ORD10337,2008-02-26,C013,S002,Field,P003,3,61.0,0,183.0,Completed,Legacy_Sales
ORD10338,2008-02-26,C014,S001,Email,P002,40,55.0,0.05,2090.0,Completed,Legacy_Sales
ORD10339,2008-02-26,C023,S004,Field,P006,6,31.5,0,189.0,Completed,Legacy_Sales
ORD10340,2008-02-27,C017,S003,Email,P002,9,55.0,0.08,455.4,Completed,Legacy_Sales
ORD10341,2008-02-27,C010,S001,Field,P006,9,31.5,0,283.5,Completed,Legacy_Sales
ORD10342,2008-02-27,C026,S002,Phone,P004,32,68.0,0,2176.0,Returned,Legacy_Sales
ORD10343,2008-02-27,C009,S003,Field,P002,22,55.0,0.1,1089.0,Completed,Legacy_Sales
ORD10344,2008-02-28,C030,S004,Phone,P006,9,31.5,0.03,275.0,Completed,Legacy_Sales
ORD10345,2008-02-28,C001,S001,Field,P004,21,68.0,0.1,1285.2,Completed,Legacy_Sales
ORD10346,2008-02-28,C006,S004,Phone,P003,26,61.0,0.08,1459.12,Completed,Legacy_Sales
ORD10347,2008-02-28,C021,S003,Phone,P004,44,68.0,0,2992.0,Completed,Legacy_Sales
ORD10348,2008-02-28,C019,S005,Phone,P002,13,55.0,0.1,643.5,Completed,Legacy_Sales
ORD10349,2008-02-29,C011,S001,Phone,P005,23,28.0,0,644.0,Completed,Legacy_Sales
ORD10350,2008-02-29,C006,S004,Field,P003,27,61.0,0.03,1597.59,Completed,Legacy_Sales
ORD10351,2008-02-29,C015,S004,Email,P005,26,28.0,0.05,691.6,Completed,Legacy_Sales
ORD10352,2008-02-29,C030,S001,Phone,P005,41,28.0,0.05,1090.6,Completed,Legacy_Sales
ORD10353,2008-02-29,C022,S005,Phone,P008,24,34.0,0,816.0,Completed,Legacy_Sales
ORD10354,2008-03-03,C004,S002,Field,P006,41,31.5,0.05,1226.92,Completed,Legacy_Sales
ORD10355,2008-03-03,C009,S003,Phone,P003,4,61.0,0,244.0,Completed,Legacy_Sales
ORD10356,2008-03-03,C022,S003,Phone,P007,15,37.0,0,555.0,Completed,Legacy_Sales
ORD10357,2008-03-03,C004,S003,Email,P006,33,31.5,0.1,935.55,Completed,Legacy_Sales
ORD10358,2008-03-04,C007,S003,Email,P008,26,34.0,0.03,857.48,Completed,Legacy_Sales
ORD10359,2008-03-04,C016,S004,Field,P008,23,34.0,0,782.0,Completed,Legacy_Sales
ORD10360,2008-03-04,C028,S002,Email,P007,37,37.0,0.03,1327.93,Completed,Legacy_Sales
ORD10361,2008-03-04,C002,S001,Field,P001,21,42.5,0,892.5,Completed,Legacy_Sales
ORD10362,2008-03-04,C021,S003,Phone,P002,39,55.0,0,2145.0,Completed,Legacy_Sales
ORD10363,2008-03-05,C020,S001,Phone,P006,18,31.5,0.03,549.99,Completed,Legacy_Sales
ORD10364,2008-03-06,C018,S005,Phone,P005,20,28.0,0.03,543.2,Completed,Legacy_Sales
ORD10365,2008-03-06,C017,S003,Phone,P005,34,28.0,0,952.0,Completed,Legacy_Sales
ORD10366,2008-03-07,C019,S005,Phone,P005,31,28.0,0,868.0,Completed,Legacy_Sales
ORD10367,2008-03-07,C028,S005,Field,P008,11,34.0,0.08,344.08,Completed,Legacy_Sales
ORD10368,2008-03-10,C025,S005,Phone,P004,7,68.0,0.1,428.4,Completed,Legacy_Sales
ORD10369,2008-03-11,C029,S005,Phone,P004,21,68.0,0,1428.0,Completed,Legacy_Sales
ORD10370,2008-03-12,C005,S001,Email,P008,35,34.0,0.1,1071.0,Completed,Legacy_Sales
ORD10371,2008-03-12,C003,S003,Phone,P006,11,31.5,0,346.5,Completed,Legacy_Sales
ORD10372,2008-03-12,C002,S001,Field,P007,3,37.0,0,111.0,Completed,Legacy_Sales
ORD10373,2008-03-12,C007,S001,Field,P002,39,55.0,0.1,1930.5,Completed,Legacy_Sales
ORD10374,2008-03-13,C006,S004,Phone,P008,39,34.0,0,1326.0,Completed,Legacy_Sales
ORD10375,2008-03-13,C023,S002,Email,P005,25,28.0,0.1,630.0,Completed,Legacy_Sales
ORD10376,2008-03-14,C009,S005,Email,P005,39,28.0,0,1092.0,Completed,Legacy_Sales
ORD10377,2008-03-14,C003,S001,Phone,P002,14,55.0,0.05,731.5,Completed,Legacy_Sales
ORD10378,2008-03-14,C007,S004,Phone,P001,19,42.5,0,807.5,Completed,Legacy_Sales
ORD10379,2008-03-17,C025,S002,Phone,P006,3,31.5,0.08,86.94,Completed,Legacy_Sales
ORD10380,2008-03-17,C019,S001,Field,P007,9,37.0,0,333.0,Completed,Legacy_Sales
ORD10381,2008-03-18,C025,S002,Email,P006,16,31.5,0,504.0,Completed,Legacy_Sales
ORD10382,2008-03-18,C022,S001,Email,P001,37,42.5,0.03,1525.33,Completed,Legacy_Sales
ORD10383,2008-03-18,C003,S003,Phone,P003,34,61.0,0.1,1866.6,Completed,Legacy_Sales
ORD10384,2008-03-18,C013,S004,Field,P006,33,31.5,0,1039.5,Completed,Legacy_Sales
ORD10385,2008-03-19,C020,S004,Phone,P008,12,34.0,0,408.0,Completed,Legacy_Sales
ORD10386,2008-03-19,C005,S002,Phone,P004,42,68.0,0,2856.0,Completed,Legacy_Sales
ORD10387,2008-03-20,C001,S001,Phone,P001,4,42.5,0.1,153.0,Completed,Legacy_Sales
ORD10388,2008-03-20,C002,S002,Phone,P006,18,31.5,0.05,538.65,Completed,Legacy_Sales
ORD10389,2008-03-20,C020,S002,Phone,P005,23,28.0,0.08,592.48,Completed,Legacy_Sales
ORD10390,2008-03-20,C022,S002,Email,P007,19,37.0,0,703.0,Completed,Legacy_Sales
ORD10391,2008-03-20,C018,S003,Phone,P004,30,68.0,0,2040.0,Completed,Legacy_Sales
ORD10392,2008-03-21,C004,S004,Phone,P002,13,55.0,0,715.0,Completed,Legacy_Sales
ORD10393,2008-03-21,C009,S001,Phone,P003,14,61.0,0,854.0,Completed,Legacy_Sales
ORD10394,2008-03-21,C009,S004,Phone,P004,42,68.0,0,2856.0,Completed,Legacy_Sales
ORD10395,2008-03-21,C005,S004,Phone,P007,25,37.0,0.1,832.5,Completed,Legacy_Sales
ORD10396,2008-03-24,C008,S001,Field,P001,21,42.5,0,892.5,Completed,Legacy_Sales
ORD10397,2008-03-24,C006,S001,Phone,P006,13,31.5,0,409.5,Completed,Legacy_Sales
ORD10398,2008-03-24,C020,S004,Phone,P006,34,31.5,0.05,1017.45,Completed,Legacy_Sales
ORD10399,2008-03-25,C004,S002,Phone,P008,15,34.0,0.03,494.7,Completed,Legacy_Sales
ORD10400,2008-03-25,C022,S003,Field,P003,16,61.0,0.1,878.4,Completed,Legacy_Sales
ORD10401,2008-03-26,C017,S002,Field,P006,42,31.5,0.05,1256.85,Completed,Legacy_Sales
ORD10402,2008-03-27,C020,S004,Email,P004,3,68.0,0.08,187.68,Completed,Legacy_Sales
ORD10403,2008-03-27,C002,S005,Phone,P006,23,31.5,0,724.5,Completed,Legacy_Sales
ORD10404,2008-03-28,C020,S003,Phone,P001,32,42.5,0.05,1292.0,Completed,Legacy_Sales
ORD10405,2008-03-28,C016,S003,Email,P005,9,28.0,0.05,239.4,Completed,Legacy_Sales
ORD10406,2008-03-31,C012,S001,Phone,P001,23,42.5,0,977.5,Completed,Legacy_Sales
ORD10407,2008-03-31,C030,S001,Phone,P001,24,42.5,0,1020.0,Completed,Legacy_Sales
ORD10408,2008-03-31,C020,S003,Phone,P004,9,68.0,0,612.0,Completed,Legacy_Sales
ORD10409,2008-04-01,C011,S004,Email,P005,6,28.0,0,168.0,Completed,Legacy_Sales
ORD10410,2008-04-01,C011,S002,Phone,P007,43,37.0,0,1591.0,Completed,Legacy_Sales
ORD10411,2008-04-01,C010,S004,Phone,P002,6,55.0,0.1,297.0,Completed,Legacy_Sales
ORD10412,2008-04-01,C030,S001,Email,P006,24,31.5,0.08,695.52,Completed,Legacy_Sales
ORD10413,2008-04-02,C002,S002,Phone,P007,38,37.0,0.1,1265.4,Completed,Legacy_Sales
ORD10414,2008-04-02,C016,S002,Email,P001,10,42.5,0,425.0,Cancelled,Legacy_Sales
ORD10415,2008-04-02,C028,S004,Field,P005,34,28.0,0.05,904.4,Returned,Legacy_Sales
ORD10416,2008-04-02,C022,S001,Phone,P007,5,37.0,0.08,170.2,Cancelled,Legacy_Sales
ORD10417,2008-04-02,C002,S004,Phone,P007,30,37.0,0.05,1054.5,Completed,Legacy_Sales
ORD10418,2008-04-03,C005,S004,Phone,P007,34,37.0,0,1258.0,Completed,Legacy_Sales
ORD10419,2008-04-03,C003,S005,Email,P005,20,28.0,0,560.0,Completed,Legacy_Sales
ORD10420,2008-04-03,C012,S004,Field,P005,43,28.0,0.08,1107.68,Completed,Legacy_Sales
ORD10421,2008-04-04,C028,S005,Email,P007,44,37.0,0.1,1465.2,Completed,Legacy_Sales
ORD10422,2008-04-04,C002,S003,Phone,P004,26,68.0,0,1768.0,Completed,Legacy_Sales
ORD10423,2008-04-04,C004,S002,Phone,P006,43,31.5,0.03,1313.87,Completed,Legacy_Sales
ORD10424,2008-04-04,C015,S005,Email,P008,3,34.0,0.05,96.9,Completed,Legacy_Sales
ORD10425,2008-04-07,C018,S003,Phone,P005,36,28.0,0.1,907.2,Completed,Legacy_Sales
ORD10426,2008-04-07,C009,S001,Phone,P001,11,42.5,0,467.5,Completed,Legacy_Sales
ORD10427,2008-04-08,C005,S002,Email,P004,28,68.0,0,1904.0,Completed,Legacy_Sales
ORD10428,2008-04-09,C021,S003,Phone,P003,33,61.0,0,2013.0,Completed,Legacy_Sales
ORD10429,2008-04-09,C030,S002,Email,P001,17,42.5,0.1,650.25,Completed,Legacy_Sales
ORD10430,2008-04-10,C011,S004,Phone,P005,36,28.0,0,1008.0,Completed,Legacy_Sales
ORD10431,2008-04-11,C023,S001,Field,P003,32,61.0,0,1952.0,Completed,Legacy_Sales
ORD10432,2008-04-11,C025,S002,Phone,P007,32,37.0,0.08,1089.28,Completed,Legacy_Sales
ORD10433,2008-04-14,C018,S003,Phone,P006,11,31.5,0,346.5,Completed,Legacy_Sales
ORD10434,2008-04-14,C029,S001,Phone,P003,42,61.0,0,2562.0,Completed,Legacy_Sales
ORD10435,2008-04-14,C012,S005,Field,P008,19,34.0,0.05,613.7,Completed,Legacy_Sales
ORD10436,2008-04-14,C025,S001,Phone,P008,21,34.0,0,714.0,Completed,Legacy_Sales
ORD10437,2008-04-14,C024,S005,Phone,P006,34,31.5,0,1071.0,Completed,Legacy_Sales
ORD10438,2008-04-15,C008,S004,Phone,P004,4,68.0,0.03,263.84,Completed,Legacy_Sales
ORD10439,2008-04-15,C002,S001,Phone,P003,8,61.0,0.08,448.96,Completed,Legacy_Sales
ORD10440,2008-04-15,C019,S002,Phone,P007,4,37.0,0,148.0,Completed,Legacy_Sales
ORD10441,2008-04-16,C024,S005,Phone,P005,7,28.0,0.03,190.12,Completed,Legacy_Sales
ORD10442,2008-04-16,C018,S001,Phone,P003,29,61.0,0.1,1592.1,Completed,Legacy_Sales
ORD10443,2008-04-16,C017,S001,Phone,P006,45,31.5,0,1417.5,Completed,Legacy_Sales
ORD10444,2008-04-17,C025,S005,Email,P008,38,34.0,0.05,1227.4,Completed,Legacy_Sales
ORD10445,2008-04-17,C022,S004,Email,P005,36,28.0,0,1008.0,Completed,Legacy_Sales
ORD10446,2008-04-17,C016,S001,Phone,P007,33,37.0,0.1,1098.9,Completed,Legacy_Sales
ORD10447,2008-04-17,C027,S002,Field,P002,37,55.0,0,2035.0,Completed,Legacy_Sales
ORD10448,2008-04-17,C014,S003,Phone,P003,11,61.0,0.08,617.32,Completed,Legacy_Sales
ORD10449,2008-04-18,C007,S004,Phone,P002,37,55.0,0,2035.0,Completed,Legacy_Sales
ORD10450,2008-04-21,C003,S001,Phone,P008,10,34.0,0.03,329.8,Completed,Legacy_Sales
ORD10451,2008-04-21,C008,S001,Email,P004,3,68.0,0,204.0,Completed,Legacy_Sales
ORD10452,2008-04-21,C026,S002,Field,P001,16,42.5,0.08,625.6,Completed,Legacy_Sales
ORD10453,2008-04-21,C022,S005,Field,P001,42,42.5,0.03,1731.45,Cancelled,Legacy_Sales
ORD10454,2008-04-21,C004,S002,Phone,P002,39,55.0,0.03,2080.65,Completed,Legacy_Sales
ORD10455,2008-04-22,C004,S002,Field,P001,21,42.5,0,892.5,Completed,Legacy_Sales
ORD10456,2008-04-22,C003,S003,Phone,P001,26,42.5,0,1105.0,Completed,Legacy_Sales
ORD10457,2008-04-22,C017,S004,Field,P002,36,55.0,0.05,1881.0,Completed,Legacy_Sales
ORD10458,2008-04-23,C024,S005,Field,P007,20,37.0,0.1,666.0,Completed,Legacy_Sales
ORD10459,2008-04-24,C013,S004,Field,P007,36,37.0,0,1332.0,Completed,Legacy_Sales
ORD10460,2008-04-24,C030,S001,Field,P001,12,42.5,0.08,469.2,Completed,Legacy_Sales
ORD10461,2008-04-24,C019,S004,Phone,P005,16,28.0,0,448.0,Returned,Legacy_Sales
ORD10462,2008-04-24,C026,S002,Phone,P007,22,37.0,0.08,748.88,Completed,Legacy_Sales
ORD10463,2008-04-24,C013,S001,Email,P004,6,68.0,0,408.0,Completed,Legacy_Sales
ORD10464,2008-04-25,C006,S004,Phone,P003,39,61.0,0.1,2141.1,Completed,Legacy_Sales
ORD10465,2008-04-25,C016,S004,Email,P007,10,37.0,0,370.0,Completed,Legacy_Sales
ORD10466,2008-04-25,C023,S002,Phone,P003,32,61.0,0,1952.0,Completed,Legacy_Sales
ORD10467,2008-04-28,C023,S002,Phone,P001,25,42.5,0.1,956.25,Completed,Legacy_Sales
ORD10468,2008-04-28,C001,S003,Phone,P006,36,31.5,0,1134.0,Completed,Legacy_Sales
ORD10469,2008-04-28,C024,S003,Email,P008,20,34.0,0,680.0,Completed,Legacy_Sales
ORD10470,2008-04-28,C016,S002,Field,P001,25,42.5,0.1,956.25,Completed,Legacy_Sales
ORD10471,2008-04-29,C009,S002,Field,P006,44,31.5,0,1386.0,Completed,Legacy_Sales
ORD10472,2008-04-29,C023,S003,Phone,P007,10,37.0,0,370.0,Completed,Legacy_Sales
ORD10473,2008-04-30,C027,S005,Field,P005,23,28.0,0,644.0,Completed,Legacy_Sales
ORD10474,2008-04-30,C002,S005,Phone,P004,16,68.0,0.05,1033.6,Completed,Legacy_Sales
ORD10475,2008-05-01,C027,S004,Field,P004,41,68.0,0,2788.0,Completed,Legacy_Sales
ORD10476,2008-05-01,C030,S005,Field,P004,39,68.0,0.05,2519.4,Completed,Legacy_Sales
ORD10477,2008-05-01,C022,S001,Phone,P007,34,37.0,0.03,1220.26,Completed,Legacy_Sales
ORD10478,2008-05-01,C001,S005,Phone,P004,41,68.0,0,2788.0,Completed,Legacy_Sales
ORD10479,2008-05-02,C014,S003,Email,P005,13,28.0,0.1,327.6,Completed,Legacy_Sales
ORD10480,2008-05-02,C007,S004,Phone,P008,41,34.0,0.05,1324.3,Completed,Legacy_Sales
ORD10481,2008-05-02,C012,S002,Phone,P008,16,34.0,0,544.0,Completed,Legacy_Sales
ORD10482,2008-05-05,C014,S003,Phone,P002,25,55.0,0.08,1265.0,Completed,Legacy_Sales
ORD10483,2008-05-06,C007,S001,Phone,P008,41,34.0,0.08,1282.48,Completed,Legacy_Sales
ORD10484,2008-05-07,C010,S003,Phone,P002,10,55.0,0,550.0,Completed,Legacy_Sales
ORD10485,2008-05-07,C019,S005,Field,P007,26,37.0,0.08,885.04,Completed,Legacy_Sales
ORD10486,2008-05-07,C029,S002,Email,P002,4,55.0,0,220.0,Completed,Legacy_Sales
ORD10487,2008-05-07,C018,S003,Field,P008,4,34.0,0.03,131.92,Completed,Legacy_Sales
ORD10488,2008-05-08,C017,S004,Phone,P007,45,37.0,0.08,1531.8,Completed,Legacy_Sales
ORD10489,2008-05-08,C022,S005,Field,P003,22,61.0,0.05,1274.9,Completed,Legacy_Sales
ORD10490,2008-05-08,C005,S005,Phone,P007,11,37.0,0,407.0,Completed,Legacy_Sales
ORD10491,2008-05-08,C023,S003,Field,P005,13,28.0,0,364.0,Completed,Legacy_Sales
ORD10492,2008-05-09,C005,S003,Phone,P007,39,37.0,0.05,1370.85,Completed,Legacy_Sales
ORD10493,2008-05-09,C018,S002,Phone,P002,38,55.0,0,2090.0,Completed,Legacy_Sales
ORD10494,2008-05-09,C028,S005,Phone,P001,33,42.5,0,1402.5,Completed,Legacy_Sales
ORD10495,2008-05-09,C022,S002,Phone,P006,23,31.5,0.03,702.76,Completed,Legacy_Sales
ORD10496,2008-05-12,C028,S002,Email,P002,13,55.0,0.05,679.25,Completed,Legacy_Sales
ORD10497,2008-05-12,C009,S004,Phone,P003,16,61.0,0,976.0,Completed,Legacy_Sales
ORD10498,2008-05-12,C013,S003,Phone,P008,25,34.0,0.05,807.5,Completed,Legacy_Sales
ORD10499,2008-05-12,C009,S004,Phone,P002,26,55.0,0,1430.0,Completed,Legacy_Sales
ORD10500,2008-05-13,C017,S001,Phone,P001,23,42.5,0,977.5,Completed,Legacy_Sales
ORD10501,2008-05-13,C006,S002,Phone,P006,41,31.5,0.1,1162.35,Completed,Legacy_Sales
ORD10502,2008-05-13,C007,S002,Phone,P001,31,42.5,0.1,1185.75,Completed,Legacy_Sales
ORD10503,2008-05-13,C021,S004,Phone,P007,20,37.0,0,740.0,Completed,Legacy_Sales
ORD10504,2008-05-13,C013,S002,Phone,P001,41,42.5,0,1742.5,Completed,Legacy_Sales
ORD10505,2008-05-14,C028,S003,Phone,P008,33,34.0,0,1122.0,Completed,Legacy_Sales
ORD10506,2008-05-14,C028,S003,Phone,P001,45,42.5,0.05,1816.88,Completed,Legacy_Sales
ORD10507,2008-05-14,C016,S005,Email,P002,37,55.0,0.1,1831.5,Completed,Legacy_Sales
ORD10508,2008-05-14,C002,S003,Phone,P002,16,55.0,0.03,853.6,Returned,Legacy_Sales
ORD10509,2008-05-14,C012,S001,Phone,P003,24,61.0,0.05,1390.8,Cancelled,Legacy_Sales
ORD10510,2008-05-15,C005,S005,Field,P002,25,55.0,0,1375.0,Completed,Legacy_Sales
ORD10511,2008-05-15,C024,S003,Phone,P005,39,28.0,0.1,982.8,Completed,Legacy_Sales
ORD10512,2008-05-15,C024,S001,Phone,P007,30,37.0,0,1110.0,Completed,Legacy_Sales
WEB10513,2007-10-19,C023,,Website,P002,17,55.0,0,935.0,Completed,DMI
WEB10514,2007-10-20,C029,,Website,P002,3,55.0,0,165.0,Completed,DMI
WEB10515,2007-10-21,C022,,Website,P004,5,68.0,0,340.0,Completed,DMI
WEB10516,2007-10-21,C003,,Website,P007,20,37.0,0,740.0,Cancelled,DMI
WEB10517,2007-10-24,C031,,Website,P007,16,37.0,0,592.0,Completed,DMI
WEB10518,2007-10-25,C007,,Website,P005,17,28.0,0.05,452.2,Completed,DMI
WEB10519,2007-10-26,C019,,Website,P004,9,68.0,0.02,599.76,Completed,DMI
WEB10520,2007-10-26,C030,,Website,P004,12,68.0,0,816.0,Completed,DMI
WEB10521,2007-10-27,C004,,Website,P006,6,31.5,0.02,185.22,Completed,DMI
WEB10522,2007-10-27,C020,,Website,P005,20,28.0,0.02,548.8,Completed,DMI
WEB10523,2007-10-27,C030,,Website,P005,20,28.0,0,560.0,Completed,DMI
WEB10524,2007-10-29,C012,,Website,P008,15,34.0,0.02,499.8,Cancelled,DMI
WEB10525,2007-10-29,C012,,Website,P001,11,42.5,0,467.5,Completed,DMI
WEB10526,2007-10-29,C006,,Website,P007,19,37.0,0,703.0,Completed,DMI
WEB10527,2007-11-06,C012,,Website,P002,13,55.0,0,715.0,Completed,DMI
WEB10528,2007-11-06,C020,,Website,P006,11,31.5,0,346.5,Cancelled,DMI
WEB10529,2007-11-06,C012,,Website,P003,9,61.0,0,549.0,Returned,DMI
WEB10530,2007-11-08,C016,,Website,P004,13,68.0,0.02,866.32,Completed,DMI
WEB10531,2007-11-09,C015,,Website,P007,19,37.0,0.02,688.94,Completed,DMI
WEB10532,2007-11-10,C020,,Website,P002,25,55.0,0,1375.0,Completed,DMI
WEB10533,2007-11-10,C014,,Website,P006,13,31.5,0,409.5,Completed,DMI
WEB10534,2007-11-10,C001,,Website,P007,2,37.0,0.05,70.3,Cancelled,DMI
WEB10535,2007-11-11,C021,,Website,P001,22,42.5,0.02,916.3,Completed,DMI
WEB10536,2007-11-11,C021,,Website,P005,12,28.0,0.05,319.2,Completed,DMI
